order_id,order_date,region,store_id,salesperson_id,product_category,product_name,sales_channel,customer_segment,customer_age,units_sold,unit_price,discount_pct,revenue,cost,profit,profit_margin_pct,marketing_spend,satisfaction_score,payment_method
ORD-2022-00143,2022-04-29,East,ST-16,SP-36,Food & Beverage,Energy Drink Case,Online,SMB,63,17,13.54,16.3,238.44,74.84,163.6,68.61,21.65,8.2,Credit Card
ORD-2022-00144,2022-03-22,West,ST-20,SP-49,Food & Beverage,Gourmet Nuts Bundle,Online,SMB,43,3,27.14,5.1,65.24,21.43,43.81,67.15,5.98,8.3,Credit Card
ORD-2024-00145,2024-09-07,West,ST-24,SP-39,Home & Garden,LED Desk Lamp,Partner,Consumer,40,6,310.44,6.4,2427.47,1128.13,1299.34,53.53,298.5,5.3,Credit Card
ORD-2024-00146,2024-08-19,West,ST-21,SP-14,Clothing,Denim Jeans,Online,Consumer,31,7,124.2,6.2,1100.99,448.62,652.37,59.25,73.81,7.9,Credit Card
ORD-2023-00147,2023-05-19,East,ST-18,SP-44,Clothing,Denim Jeans,Partner,Consumer,53,6,124.2,4.6,875.38,420.92,454.46,51.92,86.92,8.7,Credit Card
ORD-2022-00148,2022-05-01,East,ST-13,SP-43,Electronics,Laptop Pro,In-Store,Consumer,36,3,390.62,1.1,1227.67,780.77,446.9,36.4,45.37,6.5,Credit Card
ORD-2024-00149,2024-09-16,East,ST-13,SP-01,Food & Beverage,Energy Drink Case,Online,Consumer,39,5,13.54,1.5,87.62,36.97,50.65,57.81,7.74,8.2,Debit Card
ORD-2022-00150,2022-08-08,West,ST-23,SP-10,Clothing,Sports Hoodie,In-Store,Consumer,39,2,111.33,7.3,225.67,98.58,127.09,56.32,9.38,5.0,Cash
ORD-2023-00151,2023-04-08,South,ST-07,SP-42,Sports & Outdoors,Foam Roller,Phone,Enterprise,46,40,149.11,2.6,5295.9,2020.95,3274.95,61.84,255.1,6.0,Credit Card
ORD-2023-00152,2023-11-10,East,ST-13,SP-34,Sports & Outdoors,Resistance Bands Set,Online,Consumer,58,1,230.35,18.8,228.24,113.29,114.95,50.36,15.85,8.0,Credit Card
ORD-2022-00153,2022-03-09,North,ST-03,SP-02,Sports & Outdoors,Trekking Poles,Online,Consumer,47,5,76.72,4.5,305.63,128.63,177.0,57.91,29.36,5.4,Bank Transfer
ORD-2023-00154,2023-11-11,South,ST-12,SP-09,Home & Garden,Garden Tool Kit,Phone,Consumer,44,7,239.74,5.4,1710.63,707.66,1002.97,58.63,109.11,9.1,Credit Card
ORD-2024-00155,2024-03-23,West,ST-21,SP-02,Home & Garden,LED Desk Lamp,In-Store,SMB,46,15,310.44,3.3,4837.46,2473.64,2363.82,48.86,228.1,7.2,Credit Card
ORD-2022-00156,2022-11-12,South,ST-12,SP-10,Home & Garden,Coffee Maker,Online,Enterprise,41,27,331.73,3.6,9540.92,3966.29,5574.63,58.43,731.66,6.9,Credit Card
ORD-2024-00157,2024-11-15,South,ST-07,SP-06,Clothing,Winter Jacket,In-Store,Consumer,46,7,50.33,7.5,300.2,117.64,182.56,60.81,14.9,10.0,Credit Card
ORD-2024-00158,2024-12-03,North,ST-04,SP-11,Electronics,4K Monitor,Online,Enterprise,32,36,571.22,6.3,26635.2,18193.26,8441.94,31.69,1953.27,5.6,Credit Card
ORD-2023-00159,2023-05-21,West,ST-22,SP-39,Home & Garden,LED Desk Lamp,Online,SMB,47,15,310.44,15.1,5257.97,2415.08,2842.89,54.07,378.93,8.8,Credit Card
ORD-2022-00160,2022-10-06,South,ST-11,SP-45,Electronics,Bluetooth Speaker,Online,SMB,42,18,545.94,21.0,9368.82,6398.3,2970.52,31.71,671.21,5.9,Credit Card
ORD-2023-00161,2023-07-29,West,ST-22,SP-24,Electronics,Tablet HD,In-Store,Consumer,65,1,758.83,20.2,776.36,487.92,288.44,37.15,34.94,7.1,Cash
ORD-2022-00162,2022-05-22,West,ST-25,SP-27,Home & Garden,Air Purifier,In-Store,SMB,64,16,97.51,14.7,1447.32,598.2,849.12,58.67,74.94,8.2,Credit Card
ORD-2024-00163,2024-09-08,East,ST-17,SP-33,Sports & Outdoors,Foam Roller,In-Store,Enterprise,45,44,149.11,10.7,4603.92,2465.16,2138.76,46.46,140.99,7.6,Debit Card
ORD-2022-00164,2022-12-07,East,ST-13,SP-37,Sports & Outdoors,Foam Roller,In-Store,Consumer,43,7,149.11,3.6,1362.05,540.41,821.64,60.32,45.39,9.1,Bank Transfer
ORD-2024-00165,2024-11-28,East,ST-18,SP-37,Clothing,Casual Shirt,In-Store,Consumer,59,3,178.38,6.9,809.3,310.32,498.98,61.66,24.69,4.8,Debit Card
ORD-2022-00166,2022-08-26,West,ST-24,SP-10,Clothing,Casual Shirt,In-Store,SMB,52,6,178.38,8.2,1074.23,513.0,561.23,52.24,38.3,9.1,Credit Card
ORD-2023-00167,2023-09-07,North,ST-06,SP-08,Electronics,Bluetooth Speaker,In-Store,Consumer,32,4,545.94,9.4,2007.39,1292.41,714.98,35.62,72.15,6.4,Bank Transfer
ORD-2024-00168,2024-04-09,East,ST-14,SP-41,Home & Garden,LED Desk Lamp,Online,Consumer,34,7,310.44,7.5,2538.61,1337.47,1201.14,47.31,167.24,8.1,Credit Card
ORD-2022-00169,2022-05-09,East,ST-17,SP-12,Clothing,Running Shoes,In-Store,SMB,53,13,83.82,10.8,1220.1,568.06,652.04,53.44,51.35,6.3,Debit Card
ORD-2022-00170,2022-12-20,West,ST-24,SP-20,Sports & Outdoors,Trekking Poles,Online,Enterprise,29,17,76.72,4.8,1488.36,741.03,747.33,50.21,119.84,9.3,Credit Card
ORD-2024-00171,2024-05-06,East,ST-17,SP-25,Food & Beverage,Energy Drink Case,In-Store,Consumer,63,3,13.54,10.1,52.63,19.65,32.98,62.66,1.65,7.1,Bank Transfer
ORD-2022-00172,2022-04-20,West,ST-19,SP-32,Electronics,Gaming Mouse,Partner,Consumer,53,8,261.24,7.9,1340.43,928.63,411.8,30.72,133.13,8.7,Credit Card
ORD-2022-00173,2022-06-19,East,ST-14,SP-19,Electronics,Tablet HD,In-Store,SMB,51,18,758.83,10.0,12854.62,7317.44,5537.18,43.08,395.16,8.0,Debit Card
ORD-2024-00174,2024-01-22,East,ST-13,SP-49,Home & Garden,Throw Pillow Set,Online,SMB,63,12,130.7,17.1,1342.42,544.76,797.66,59.42,92.11,5.7,Cash
ORD-2022-00175,2022-06-28,South,ST-07,SP-50,Home & Garden,Air Purifier,Phone,Consumer,44,7,97.51,4.6,496.22,210.92,285.3,57.49,24.53,7.5,Bank Transfer
ORD-2023-00176,2023-12-20,East,ST-17,SP-35,Electronics,4K Monitor,Online,SMB,54,6,571.22,4.1,3760.38,2547.72,1212.66,32.25,284.87,7.8,Bank Transfer
ORD-2022-00177,2022-05-02,West,ST-25,SP-42,Electronics,Smart Watch,Online,Consumer,37,7,323.54,9.0,2047.67,1327.22,720.45,35.18,141.08,6.4,Cash
ORD-2022-00178,2022-07-10,South,ST-12,SP-18,Home & Garden,Coffee Maker,In-Store,Consumer,59,2,331.73,13.4,673.65,325.05,348.6,51.75,29.6,8.4,Credit Card
ORD-2024-00179,2024-01-04,West,ST-25,SP-35,Clothing,Denim Jeans,Phone,Consumer,42,6,124.2,10.0,602.43,239.94,362.49,60.17,43.79,8.2,Cash
ORD-2022-00180,2022-04-10,North,ST-06,SP-30,Electronics,Smart Watch,In-Store,Enterprise,49,18,323.54,17.3,3548.83,2133.97,1414.86,39.87,173.84,5.4,Credit Card
ORD-2023-00181,2023-07-16,North,ST-03,SP-17,Electronics,Smart Watch,Online,Consumer,68,4,323.54,8.1,1363.64,771.14,592.5,43.45,82.59,7.6,Debit Card
ORD-2023-00182,2023-04-09,East,ST-16,SP-01,Electronics,Bluetooth Speaker,Phone,Consumer,49,8,545.94,3.0,4569.98,2811.09,1758.89,38.49,312.16,7.8,Debit Card
ORD-2022-00183,2022-07-29,North,ST-03,SP-20,Electronics,Smart Watch,In-Store,Consumer,26,1,323.54,11.0,273.68,158.16,115.52,42.21,9.97,8.1,Debit Card
ORD-2024-00184,2024-04-23,East,ST-16,SP-14,Electronics,Wireless Headphones,Online,Enterprise,68,37,286.18,6.5,12953.3,7432.23,5521.07,42.62,897.59,9.4,Credit Card
ORD-2022-00185,2022-06-22,South,ST-11,SP-39,Home & Garden,Coffee Maker,Phone,Consumer,64,4,331.73,9.5,1211.07,595.5,615.57,50.83,83.47,7.5,Bank Transfer
ORD-2023-00186,2023-05-06,East,ST-13,SP-16,Food & Beverage,Gourmet Nuts Bundle,Online,Consumer,22,6,27.14,4.1,150.1,64.41,85.69,57.09,12.5,7.7,Bank Transfer
ORD-2024-00187,2024-01-19,East,ST-14,SP-49,Food & Beverage,Organic Coffee Box,Online,Enterprise,38,13,52.46,19.9,564.0,202.87,361.13,64.03,39.34,7.5,Credit Card
ORD-2024-00188,2024-05-17,East,ST-13,SP-41,Food & Beverage,Gourmet Nuts Bundle,Online,Enterprise,27,23,27.14,21.4,619.64,200.33,419.31,67.67,44.42,6.1,Debit Card
ORD-2022-00189,2022-05-16,South,ST-10,SP-47,Sports & Outdoors,Resistance Bands Set,Online,Enterprise,49,49,230.35,11.0,10425.95,4510.05,5915.9,56.74,955.03,7.6,Credit Card
ORD-2022-00190,2022-10-09,East,ST-14,SP-32,Sports & Outdoors,Trekking Poles,In-Store,Consumer,38,3,76.72,13.8,174.49,92.22,82.27,47.15,7.96,7.1,Credit Card
ORD-2022-00191,2022-08-30,West,ST-19,SP-22,Home & Garden,Coffee Maker,In-Store,SMB,58,18,331.73,8.5,4320.53,2008.28,2312.25,53.52,172.78,6.5,Debit Card
ORD-2023-00192,2023-06-07,West,ST-23,SP-44,Home & Garden,Air Purifier,Phone,Enterprise,22,40,97.51,7.2,4513.15,2552.82,1960.33,43.44,218.63,7.0,Credit Card
ORD-2022-00193,2022-03-14,East,ST-18,SP-48,Home & Garden,Air Purifier,Online,SMB,68,5,97.51,10.4,460.16,193.95,266.21,57.85,40.64,8.4,Credit Card
ORD-2024-00194,2024-11-22,West,ST-22,SP-05,Sports & Outdoors,Camping Tent,Phone,SMB,27,3,125.54,7.2,471.61,202.59,269.02,57.04,33.13,7.8,Debit Card
ORD-2023-00195,2023-05-12,East,ST-17,SP-32,Sports & Outdoors,Resistance Bands Set,Phone,Consumer,37,7,230.35,1.7,1276.81,602.73,674.08,52.79,82.86,7.2,Credit Card
ORD-2023-00196,2023-11-18,North,ST-06,SP-25,Sports & Outdoors,Foam Roller,Online,SMB,37,4,149.11,21.3,660.67,267.05,393.62,59.58,45.87,7.9,Credit Card
ORD-2022-00197,2022-03-31,West,ST-25,SP-34,Clothing,Casual Shirt,In-Store,Consumer,59,3,178.38,11.5,389.8,169.64,220.16,56.48,16.45,9.3,Credit Card
ORD-2022-00198,2022-09-25,South,ST-09,SP-21,Sports & Outdoors,Hiking Backpack,Phone,Consumer,42,4,80.92,3.1,316.22,131.06,185.16,58.55,22.16,8.0,Credit Card
ORD-2022-00199,2022-08-12,North,ST-02,SP-29,Food & Beverage,Energy Drink Case,Online,SMB,35,17,13.54,5.8,246.89,78.51,168.38,68.2,15.69,6.6,Credit Card
ORD-2022-00200,2022-03-24,North,ST-03,SP-10,Electronics,Tablet HD,Partner,SMB,25,11,758.83,15.5,5658.4,3279.37,2379.03,42.04,719.33,5.8,Debit Card
ORD-2024-00201,2024-07-15,East,ST-17,SP-16,Electronics,Wireless Headphones,Phone,Enterprise,22,24,286.18,4.0,6846.56,4724.29,2122.27,31.0,379.3,6.2,Credit Card
ORD-2023-00202,2023-06-15,West,ST-19,SP-02,Sports & Outdoors,Resistance Bands Set,Partner,SMB,30,13,230.35,3.9,2936.33,1586.17,1350.16,45.98,214.46,6.1,Credit Card
ORD-2024-00203,2024-06-06,West,ST-22,SP-32,Electronics,Gaming Mouse,Online,SMB,33,17,261.24,17.4,3359.03,1867.25,1491.78,44.41,287.94,7.9,Credit Card
ORD-2024-00204,2024-04-23,West,ST-22,SP-04,Electronics,Gaming Mouse,Online,SMB,55,20,261.24,14.9,6304.56,4527.93,1776.63,28.18,589.68,8.8,Credit Card
ORD-2024-00205,2024-01-06,East,ST-16,SP-23,Sports & Outdoors,Trekking Poles,Online,SMB,23,10,76.72,1.9,826.68,428.07,398.61,48.22,57.44,7.8,Credit Card
ORD-2024-00206,2024-01-03,West,ST-20,SP-11,Electronics,Tablet HD,Online,Consumer,25,4,758.83,10.4,3235.88,2320.3,915.58,28.29,241.54,6.4,Cash
ORD-2022-00207,2022-12-22,North,ST-05,SP-21,Home & Garden,Garden Tool Kit,Online,Consumer,67,3,239.74,10.2,782.49,339.51,442.98,56.61,80.93,8.6,Debit Card
ORD-2023-00208,2023-09-25,North,ST-01,SP-06,Electronics,Tablet HD,Online,Consumer,43,4,758.83,15.2,2064.24,1254.91,809.33,39.21,133.18,6.9,Bank Transfer
ORD-2023-00209,2023-10-25,North,ST-02,SP-38,Home & Garden,Air Purifier,Phone,Consumer,45,6,97.51,12.8,456.13,236.82,219.31,48.08,28.78,7.2,Bank Transfer
ORD-2022-00210,2022-11-19,West,ST-22,SP-41,Sports & Outdoors,Foam Roller,Online,Consumer,57,6,149.11,5.3,1019.34,489.41,529.93,51.99,65.66,8.3,Debit Card
ORD-2023-00211,2023-09-21,West,ST-21,SP-09,Electronics,Laptop Pro,Partner,Consumer,47,1,390.62,4.8,395.73,239.06,156.67,39.59,46.91,6.1,Cash
ORD-2022-00212,2022-08-02,West,ST-20,SP-22,Home & Garden,Air Purifier,Online,SMB,62,5,97.51,15.6,335.16,174.49,160.67,47.94,30.5,6.7,Bank Transfer
ORD-2023-00213,2023-11-19,East,ST-15,SP-14,Clothing,Winter Jacket,Online,Consumer,68,7,50.33,8.2,451.87,198.26,253.61,56.12,28.91,5.4,Credit Card
ORD-2023-00214,2023-12-21,East,ST-13,SP-31,Home & Garden,Throw Pillow Set,In-Store,Consumer,32,1,130.7,6.2,179.73,82.2,97.53,54.26,9.14,8.7,Credit Card
ORD-2022-00215,2022-06-01,South,ST-10,SP-11,Home & Garden,Throw Pillow Set,Partner,Consumer,43,8,130.7,12.8,805.48,384.73,420.75,52.24,87.97,6.7,Debit Card
ORD-2022-00216,2022-04-20,North,ST-02,SP-13,Clothing,Sports Hoodie,Phone,Consumer,38,5,111.33,5.5,525.77,203.45,322.32,61.3,32.9,6.6,Debit Card
ORD-2024-00217,2024-10-02,North,ST-03,SP-01,Food & Beverage,Protein Bar Pack,Phone,Consumer,52,1,22.99,5.1,26.56,10.51,16.05,60.43,2.05,6.8,Credit Card
ORD-2024-00218,2024-03-25,East,ST-18,SP-17,Electronics,Gaming Mouse,Online,Consumer,45,1,261.24,5.8,299.1,188.15,110.95,37.09,20.0,7.5,Credit Card
ORD-2023-00219,2023-07-05,East,ST-14,SP-49,Home & Garden,Robot Vacuum,Online,SMB,56,10,115.68,10.1,1140.84,628.99,511.85,44.87,108.7,6.3,Credit Card
ORD-2024-00220,2024-08-30,East,ST-14,SP-31,Clothing,Denim Jeans,Partner,Consumer,54,3,124.2,3.9,485.91,236.16,249.75,51.4,39.05,8.1,Debit Card
ORD-2022-00221,2022-12-09,West,ST-25,SP-13,Electronics,Gaming Mouse,Online,Consumer,34,3,261.24,15.9,900.7,534.87,365.83,40.62,89.82,8.2,Bank Transfer
ORD-2024-00222,2024-03-05,East,ST-17,SP-21,Sports & Outdoors,Trekking Poles,In-Store,Consumer,66,7,76.72,3.8,639.63,259.33,380.3,59.46,26.61,7.1,Debit Card
ORD-2022-00223,2022-07-25,West,ST-23,SP-50,Electronics,4K Monitor,Partner,Consumer,48,8,571.22,10.4,3589.83,2263.09,1326.74,36.96,288.38,6.3,Credit Card
ORD-2024-00224,2024-04-02,North,ST-03,SP-45,Clothing,Formal Blazer,In-Store,SMB,45,12,131.12,6.4,1815.7,904.22,911.48,50.2,88.24,8.4,Credit Card
ORD-2022-00225,2022-07-21,West,ST-20,SP-09,Clothing,Formal Blazer,In-Store,Consumer,39,2,131.12,4.8,256.94,105.24,151.7,59.04,12.28,7.3,Debit Card
ORD-2024-00226,2024-02-05,West,ST-23,SP-11,Electronics,Gaming Mouse,Online,Consumer,58,4,261.24,17.1,1030.71,602.06,428.65,41.59,60.57,5.9,Credit Card
ORD-2022-00227,2022-03-09,East,ST-15,SP-46,Electronics,Bluetooth Speaker,Phone,Consumer,62,1,545.94,5.5,500.89,317.11,183.78,36.69,29.08,8.7,Bank Transfer
ORD-2023-00228,2023-12-18,South,ST-09,SP-48,Sports & Outdoors,Yoga Mat Pro,Online,SMB,32,9,111.0,16.5,1078.76,528.65,550.11,50.99,95.5,7.5,Cash
ORD-2023-00229,2023-07-06,East,ST-17,SP-02,Sports & Outdoors,Foam Roller,Online,Consumer,63,1,149.11,5.3,169.18,81.78,87.4,51.66,17.13,7.0,Credit Card
ORD-2023-00230,2023-07-18,South,ST-10,SP-23,Food & Beverage,Premium Tea Set,In-Store,Consumer,61,2,49.25,1.0,96.03,43.21,52.82,55.0,4.92,5.4,Credit Card
ORD-2024-00231,2024-02-06,East,ST-17,SP-39,Clothing,Formal Blazer,Online,Enterprise,39,27,131.12,5.8,4473.21,2145.14,2328.07,52.04,442.1,7.2,Debit Card
ORD-2023-00232,2023-05-08,West,ST-25,SP-39,Clothing,Casual Shirt,In-Store,Consumer,63,5,178.38,5.8,1084.85,475.81,609.04,56.14,40.49,8.1,Debit Card
ORD-2022-00233,2022-03-14,East,ST-17,SP-13,Clothing,Formal Blazer,Online,Consumer,52,6,131.12,9.3,773.84,385.65,388.19,50.16,74.56,8.1,Bank Transfer
ORD-2022-00234,2022-07-19,East,ST-18,SP-17,Home & Garden,Throw Pillow Set,Phone,SMB,65,5,130.7,5.3,684.22,301.19,383.03,55.98,50.2,6.9,Bank Transfer
ORD-2024-00235,2024-05-11,West,ST-21,SP-24,Clothing,Casual Shirt,In-Store,Enterprise,25,47,178.38,10.5,9980.31,4659.72,5320.59,53.31,392.56,7.8,Bank Transfer
ORD-2024-00236,2024-02-21,East,ST-16,SP-04,Sports & Outdoors,Resistance Bands Set,Online,SMB,48,17,230.35,4.2,4917.72,2589.71,2328.01,47.34,317.97,7.9,Bank Transfer
ORD-2022-00237,2022-06-15,East,ST-18,SP-12,Clothing,Winter Jacket,Online,SMB,32,8,50.33,9.0,473.74,230.66,243.08,51.31,28.53,6.3,Debit Card
ORD-2024-00238,2024-04-06,South,ST-10,SP-25,Electronics,Tablet HD,Phone,Consumer,42,4,758.83,1.5,3632.97,2000.68,1632.29,44.93,248.53,6.1,Cash
ORD-2023-00239,2023-04-09,East,ST-15,SP-20,Electronics,Gaming Mouse,In-Store,SMB,26,12,261.24,19.9,2811.96,1764.53,1047.43,37.25,113.85,6.7,Cash
ORD-2022-00240,2022-10-02,South,ST-10,SP-23,Home & Garden,Air Purifier,Partner,Consumer,47,4,97.51,13.3,315.28,133.56,181.72,57.64,35.96,7.5,Credit Card
ORD-2024-00241,2024-10-30,North,ST-03,SP-46,Home & Garden,Robot Vacuum,Online,Consumer,56,1,115.68,12.0,143.58,74.32,69.26,48.24,8.18,7.2,Debit Card
ORD-2024-00242,2024-02-18,North,ST-03,SP-31,Home & Garden,Air Purifier,In-Store,Consumer,41,2,97.51,12.0,189.78,85.13,104.65,55.14,8.07,6.5,Credit Card
ORD-2022-00243,2022-10-08,South,ST-07,SP-33,Home & Garden,Robot Vacuum,Online,Consumer,53,4,115.68,14.5,256.94,141.23,115.71,45.03,26.39,7.0,Credit Card
ORD-2022-00244,2022-11-25,North,ST-04,SP-14,Home & Garden,LED Desk Lamp,Online,Enterprise,64,17,310.44,15.9,5005.13,2604.79,2400.34,47.96,316.12,8.8,Credit Card
ORD-2022-00245,2022-07-04,West,ST-19,SP-47,Home & Garden,Coffee Maker,In-Store,Consumer,40,1,331.73,3.5,382.96,165.23,217.73,56.85,11.09,6.8,Credit Card
ORD-2023-00246,2023-10-03,South,ST-07,SP-07,Sports & Outdoors,Yoga Mat Pro,Online,Enterprise,63,32,111.0,17.7,3688.88,2000.72,1688.16,45.76,254.09,10.0,Credit Card
ORD-2022-00247,2022-07-10,South,ST-09,SP-12,Electronics,Gaming Mouse,Partner,SMB,46,18,261.24,15.0,4310.49,2846.23,1464.26,33.97,507.84,9.2,Debit Card
ORD-2022-00248,2022-05-01,West,ST-25,SP-11,Electronics,USB-C Hub,Phone,Consumer,33,6,623.93,11.1,3425.4,2386.26,1039.14,30.34,252.38,8.9,Debit Card
ORD-2022-00249,2022-09-25,East,ST-16,SP-08,Sports & Outdoors,Hiking Backpack,Online,SMB,42,19,80.92,14.2,1411.56,674.77,736.79,52.2,117.33,9.5,Credit Card
ORD-2023-00250,2023-11-24,East,ST-18,SP-45,Home & Garden,LED Desk Lamp,In-Store,SMB,44,15,310.44,4.3,6608.11,3626.26,2981.85,45.12,326.5,7.1,Debit Card
ORD-2022-00251,2022-04-22,North,ST-02,SP-33,Sports & Outdoors,Hiking Backpack,Partner,Enterprise,53,31,80.92,21.1,1028.65,399.69,628.96,61.14,85.75,7.3,Credit Card
ORD-2023-00252,2023-04-27,North,ST-04,SP-37,Food & Beverage,Energy Drink Case,In-Store,Enterprise,53,11,13.54,3.6,162.94,58.96,103.98,63.81,6.74,6.4,Cash
ORD-2022-00253,2022-01-01,West,ST-25,SP-39,Sports & Outdoors,Foam Roller,Online,Consumer,35,8,149.11,20.0,1046.76,462.43,584.33,55.82,61.35,8.2,Debit Card
ORD-2024-00254,2024-08-26,East,ST-15,SP-46,Food & Beverage,Organic Coffee Box,Phone,SMB,43,12,52.46,10.0,765.09,272.44,492.65,64.39,35.06,8.9,Credit Card
ORD-2022-00255,2022-12-03,East,ST-18,SP-48,Home & Garden,Robot Vacuum,Online,SMB,29,15,115.68,5.2,2225.04,1220.26,1004.78,45.16,144.96,6.3,Bank Transfer
ORD-2022-00256,2022-04-06,West,ST-25,SP-44,Food & Beverage,Energy Drink Case,In-Store,Consumer,54,8,13.54,0.7,125.69,51.59,74.1,58.95,5.19,8.9,Credit Card
ORD-2024-00257,2024-06-05,West,ST-22,SP-33,Home & Garden,Air Purifier,In-Store,SMB,30,13,97.51,9.3,843.13,395.63,447.5,53.08,43.43,9.3,Credit Card
ORD-2023-00258,2023-07-15,South,ST-09,SP-19,Food & Beverage,Premium Tea Set,Online,Consumer,54,6,49.25,13.0,278.38,122.58,155.8,55.97,24.04,6.7,Credit Card
ORD-2023-00259,2023-02-16,North,ST-06,SP-19,Home & Garden,Garden Tool Kit,Online,Consumer,33,6,239.74,13.0,1194.24,641.23,553.01,46.31,99.11,5.2,Debit Card
ORD-2024-00260,2024-05-04,East,ST-17,SP-19,Sports & Outdoors,Hiking Backpack,Phone,Consumer,23,1,80.92,12.2,86.48,35.8,50.68,58.6,5.97,6.3,Credit Card
ORD-2022-00261,2022-11-26,West,ST-24,SP-17,Electronics,Laptop Pro,In-Store,SMB,56,17,390.62,3.6,7932.15,5533.2,2398.95,30.24,362.88,8.6,Credit Card
ORD-2024-00262,2024-03-07,South,ST-12,SP-19,Home & Garden,Robot Vacuum,Partner,SMB,65,20,115.68,2.6,2095.88,1118.91,976.97,46.61,172.25,5.8,Credit Card
ORD-2024-00263,2024-06-26,West,ST-24,SP-46,Home & Garden,Coffee Maker,Phone,Consumer,60,4,331.73,6.2,1568.51,677.5,891.01,56.81,104.42,7.7,Credit Card
ORD-2024-00264,2024-11-18,North,ST-01,SP-28,Clothing,Casual Shirt,Online,Consumer,38,8,178.38,13.0,1720.91,691.24,1029.67,59.83,109.07,8.4,Credit Card
ORD-2023-00265,2023-10-23,East,ST-18,SP-40,Sports & Outdoors,Camping Tent,In-Store,Consumer,44,6,125.54,9.6,742.27,402.82,339.45,45.73,30.06,7.7,Credit Card
ORD-2024-00266,2024-04-06,North,ST-02,SP-14,Home & Garden,Coffee Maker,Online,SMB,61,20,331.73,15.6,6504.66,3750.61,2754.05,42.34,367.01,7.1,Debit Card
ORD-2023-00267,2023-12-10,East,ST-18,SP-40,Sports & Outdoors,Resistance Bands Set,Partner,Consumer,42,2,230.35,7.5,436.66,206.03,230.63,52.82,37.98,9.4,Credit Card
ORD-2024-00268,2024-02-07,East,ST-17,SP-29,Food & Beverage,Protein Bar Pack,Partner,SMB,54,6,22.99,4.6,159.45,70.71,88.74,55.65,16.31,6.2,Credit Card
ORD-2022-00269,2022-01-16,East,ST-14,SP-43,Home & Garden,Air Purifier,Partner,SMB,28,16,97.51,11.7,1244.45,708.29,536.16,43.08,142.88,8.4,Credit Card
ORD-2023-00270,2023-11-11,North,ST-01,SP-04,Electronics,4K Monitor,In-Store,Consumer,36,7,571.22,7.5,4919.42,3232.73,1686.69,34.29,188.87,8.6,Bank Transfer
ORD-2022-00271,2022-02-04,South,ST-07,SP-35,Electronics,Wireless Headphones,Phone,Consumer,66,6,286.18,19.0,922.1,523.79,398.31,43.2,64.85,7.8,Cash
ORD-2024-00272,2024-06-15,South,ST-12,SP-02,Food & Beverage,Gourmet Nuts Bundle,Online,Consumer,56,3,27.14,6.3,82.42,35.69,46.73,56.7,8.43,7.9,Credit Card
ORD-2024-00273,2024-02-04,West,ST-19,SP-36,Sports & Outdoors,Resistance Bands Set,Online,Enterprise,60,45,230.35,19.9,10977.74,4740.16,6237.58,56.82,1009.05,8.9,Credit Card
ORD-2024-00274,2024-04-25,West,ST-25,SP-33,Electronics,Smart Watch,Online,Consumer,34,1,323.54,16.4,204.3,144.75,59.55,29.15,21.19,7.2,Credit Card
ORD-2024-00275,2024-08-02,East,ST-13,SP-19,Home & Garden,Coffee Maker,Online,Consumer,53,6,331.73,4.0,2596.89,1345.15,1251.74,48.2,157.9,5.5,Bank Transfer
ORD-2023-00276,2023-10-13,East,ST-15,SP-40,Home & Garden,Garden Tool Kit,In-Store,Consumer,45,7,239.74,4.6,1745.2,796.47,948.73,54.36,81.77,5.6,Cash
ORD-2024-00277,2024-06-12,South,ST-09,SP-09,Home & Garden,Coffee Maker,Partner,Consumer,44,8,331.73,10.0,2335.5,1008.09,1327.41,56.84,248.49,8.9,Cash
ORD-2022-00278,2022-10-14,West,ST-20,SP-17,Home & Garden,Garden Tool Kit,Online,Enterprise,23,50,239.74,2.0,14992.85,7567.5,7425.35,49.53,1131.16,5.3,Cash
ORD-2023-00279,2023-03-12,West,ST-23,SP-17,Food & Beverage,Gourmet Nuts Bundle,In-Store,Consumer,45,5,27.14,4.1,138.14,51.83,86.31,62.48,4.17,7.2,Credit Card
ORD-2023-00280,2023-05-05,West,ST-25,SP-40,Home & Garden,Throw Pillow Set,Online,SMB,58,7,130.7,13.5,748.49,364.54,383.95,51.3,54.81,7.9,Bank Transfer
ORD-2023-00281,2023-03-25,West,ST-20,SP-05,Clothing,Running Shoes,Online,SMB,45,17,83.82,17.3,1205.35,464.77,740.58,61.44,105.02,10.0,Credit Card
ORD-2023-00282,2023-07-15,West,ST-21,SP-38,Food & Beverage,Premium Tea Set,Online,SMB,59,5,49.25,9.5,211.08,75.24,135.84,64.35,21.01,9.5,Debit Card
ORD-2024-00283,2024-11-23,South,ST-09,SP-32,Home & Garden,Throw Pillow Set,Online,Consumer,50,2,130.7,9.4,223.76,100.81,122.95,54.95,14.14,8.5,Credit Card
ORD-2022-00284,2022-08-31,East,ST-16,SP-22,Home & Garden,LED Desk Lamp,In-Store,Consumer,59,7,310.44,1.7,1721.4,701.93,1019.47,59.22,71.89,8.6,Credit Card
ORD-2022-00285,2022-11-26,North,ST-05,SP-03,Sports & Outdoors,Resistance Bands Set,Online,SMB,33,15,230.35,10.8,3339.59,1589.02,1750.57,52.42,190.0,7.3,Debit Card
